userName,content,score,at,appVersion
Darmawan,Gak suka error terlalu lama menunggu pilih driver terlalu jauh,1,2025-02-19 22:45:27,5.10.1
Tanti Diva,"aman, menyenangkan",5,2025-02-19 22:40:01,5.10.1
Aya 001,Posisi driver tidak berubah,2,2025-02-19 22:01:35,
Abdul Sinchan,"semoga dengan diberikan bintang 5, driver bisa dijangkau antar desa, bukan cuma dari kota ke desa",5,2025-02-19 21:38:48,5.10.1
Mujiati Mujiana,gokillllls,5,2025-02-19 20:58:54,5.10.1
Tuyul Laut,"Apapaung masalahmu, jangan lupa kali mau bepergian gojek solusinya",5,2025-02-19 20:23:50,5.10.1
Dedeng Haryanto,ok,5,2025-02-19 19:59:32,5.10.1
KING Mardhan,"Tolong aplikasi sediakan tema gelap, gak sengaja kebuka malam mau tidur, karena putih BG, buat sakit mata, satu lagi saran buat logo samain warnanya dengan gopay, masa hijau sama kayak brand saingan. . . kalau lihat warna jaket biru lebih cerah lebih enak lihatnya.",3,2025-02-19 19:30:55,5.10.1
Iwan Martabak,Sangat puas,5,2025-02-19 18:44:31,5.10.1
Nita Tilana,Good,5,2025-02-19 18:20:28,5.10.1
trino adi kuswanto,mantap,5,2025-02-19 17:49:33,5.10.1
Triya Wiguna,Parah gak di tanggepin,1,2025-02-19 17:17:59,5.10.1
Ratih Patricia,Aman amanah nyaman the best,5,2025-02-19 16:46:03,5.10.1
Riska Lika,Ya rekomendasi,5,2025-02-19 16:40:38,5.10.1
Sunarto,mantul,5,2025-02-19 16:37:45,4.64.2
ANGGID PRAPMOKO,Siiip,5,2025-02-19 16:35:27,5.10.1
Markus Hallatu,Top,5,2025-02-19 16:34:50,5.10.1
ARD sellular training service medan,Keep it up team ! Thanks. Renew post by me. Thanks to gojek team,5,2025-02-19 16:08:41,5.10.1
Affan Firdani,TOP MARKOTOP KOKOP,5,2025-02-19 16:02:12,
Ghiffanoviana 02,Baru kali ini pesen di gofood pesanan kurang udh tlfn kecs malah g ditanggepin,1,2025-02-19 16:01:18,5.10.1
Gilang Putra,sekarang gojek jarang ngasi diskon meski udh sering belanja makanan.minimal ongkir diikurangi/dpt claim voucher. bagus nya gojek tuh di goRide ny,3,2025-02-19 16:00:18,5.10.1
Muhamad Ridwan,Jos Tingkat kan lagi promo nya,5,2025-02-19 15:56:14,
Agus Setiawan,gercep,5,2025-02-19 15:54:38,5.10.1
gustiar h,Cepat dan mudah,5,2025-02-19 15:49:20,5.9.1
Darny Damanik Damanik,Penjemputan oke,5,2025-02-19 15:48:50,
Asep Jaeni,bagus,5,2025-02-19 15:40:57,5.10.1
Muhamad Jejen,Sangat membantu,5,2025-02-19 15:39:53,5.11.1
Hizkia Duduong,Bagus sekali 👍,5,2025-02-19 15:25:17,5.10.1
Iqbal Balatif,"Aplikasi yg mnurut saya Merugikan Pengguna.. Seharusnya Jika Driver yg berulah, Lama Menjemput, Tidak Membalas Chat, atau Sulit Dihubungi.. Hak Customer Utk Membatalkan Pesanan.. Krn Jika Dtunggu Kadang Driver2 Itu ga Tau Diri Mereka Curang dan Jahat. Udah Dtunggu Juga Kadang Ga Gerak2. Dihubungi Ga Bisa ... Seharusnya Putuskan kerjasama Dgn Driver2 Ga Tau diri bgitu .. kenapa Malah Perform pengguna Yg Dikurangi, Malah Akun Pengguna Yg Di Banned Dgn Alasan Terlalu Sering Cancel.....",1,2025-02-19 15:22:34,5.11.1
Ahmad Zadikin,"Aplikasi top.. Bagus dan bermanfa, at",5,2025-02-19 15:21:08,5.10.1
BAGUS PRIBADI,Sukakk dr jaman baheulakkkkkz,5,2025-02-19 15:06:02,5.10.1
Rinaldi Andi,Sangat puas,5,2025-02-19 14:53:48,5.10.1
Irfan Defrizal,Mantap.... Drivernya baik hati dan aplikasinya lancar jaya,5,2025-02-19 14:52:25,5.10.1
Supriyadi Sastro,Jozzz,5,2025-02-19 14:48:21,5.10.1
risma nila,Good lah,5,2025-02-19 14:45:49,5.10.1
Budi Santoso,kasih bintang 5 walaupun payleter tidak di acc,5,2025-02-19 14:45:41,5.10.1
salon manja,"Percuma ada go paylater klau gk bisa di gunakan,,, sudah bunga nya tinggi,... Sekarang aplikasi nya gak se bagus dulu. Cs nya di tanya,jawab nya tampled doang,percuma juga ada CS... Andai ada bintang NOL bakalan saya kasih NOL.",1,2025-02-19 14:44:12,5.10.1
Ida Wahyu lestari,Pas baik,5,2025-02-19 14:27:00,5.10.1
Dian Rosita,"Alhamdulillah selalu membantu saat membutuhkan transportasi kapan saja di perlukan. semakin banyak inovasi untuk kenyamanan penumpang nya, sangat membantu.",5,2025-02-19 14:21:02,5.10.1
Toni Ahmad,Kenapa lemot amat sih padahal pakai kartu telkomsel. Enggak tahu jaringan telekomselya yang buruk,3,2025-02-19 13:44:52,5.10.1
muly adin,"mantapppp,..sangat membantu dan mempermudah segala hal,..makasih,.sukses selalu",5,2025-02-19 13:42:59,5.10.1
MUL DOHC,pengemudinya males males pilih pilih orderan,1,2025-02-19 13:34:21,5.10.1
apin tjhia,Pelayanan buruk sekaliii,1,2025-02-19 13:16:02,5.10.1
Eris 1922,Mantap banyak Promo,5,2025-02-19 13:11:47,5.10.1
Meylani Dita Rakhmawati,Okee sih,5,2025-02-19 13:04:45,5.10.1
Tulus Irawan,Terima kasih,5,2025-02-19 12:57:16,5.10.1
Fajar Zulfikar,👌,4,2025-02-19 12:48:56,5.10.1
Ina Iji,Sangat suka dengan aplikasi gojek benar2 membantu dan privasi.,5,2025-02-19 12:29:07,5.9.1
Vina Hanif,bergunaa baangetttt,5,2025-02-19 12:27:41,5.10.1
Dita Aprillia ananda,Pada gamau anterin grbcarnya,1,2025-02-19 12:21:55,5.8.1
Indarti Saja,Ok fasilitas masyarakat yang bermaanfaat,5,2025-02-19 12:13:29,5.10.1
wisma gawi,Playlatter ga guna ga dapet dapet hahahha....setatus dalam antrian koq sudah setahun,1,2025-02-19 12:06:02,
Faiz Inayatullah,"apk gajelas tiba tiba bayar langganan google sendiri tanpa sepengetahuan saya, jadi hilang saldo saya🥲, minimal kasi konfirmasi pembayaran dulu, ini mah langsung aja di bayar tanpa sepengetahuan saya",1,2025-02-19 12:04:29,5.10.1
Amelia Nindi,"Sekarang jadi mahal bgt, pdhal saya pengguna bank jago, dan segala jenis gopay gojek. Tpi g pernah dpt promo. Ongkir makan deket g ad 1 km aj mahal nya minya ampun. Kecewa sih",1,2025-02-19 12:04:04,5.10.1
Heri Yanto,oke,5,2025-02-19 11:50:20,
apakkau 88,"untuk apk ok , permasalahan cuna di driver aja , kebanyakan tidak merespon dan tidak profesional , mohon untuk gojek , lebih menegaskan para driver nya 🙏🙏",1,2025-02-19 11:46:21,5.5.1
Cindy Joana,mantap,5,2025-02-19 11:44:17,5.10.1
Tan Nia,Aplikasi eror,4,2025-02-19 11:37:34,5.10.1
Dylan Arya,mantap,5,2025-02-19 11:36:06,5.10.1
japri OTO46,Gud,5,2025-02-19 11:35:00,
Nurul Mukholifah,Kalau hujan dikit aja susah cari driver,5,2025-02-19 11:29:38,5.10.1
Deni Arief,"Aplikasi ini sangat membantu dalam aktivitas keseharian saya , semoga kedepannya makin banyak inovasi dan tentunya promonya ...",5,2025-02-19 11:18:57,5.4.1
Rumlah,Sangat membantu,5,2025-02-19 11:14:39,5.10.1
TechnoSpark10Pro Ndaru,keren,5,2025-02-19 11:13:14,
Bias Wulandari,banyakin promo gofood voucer diskonnya,5,2025-02-19 11:11:46,5.5.1
Putri Handayani,"Gojek bikin kebijakan paket ekonomi tidak persetujuan driver ya!!! Ko saya dikomplein karena menggunakan paket tersebut oleh driver gojek,,,",3,2025-02-19 11:06:10,5.10.1
riandi kurniawan,Good job,5,2025-02-19 11:05:52,5.10.1
Darmawan “kmawapakeh”,Bagus,5,2025-02-19 10:56:51,5.10.1
Putry Balqis,"saya baru saja memesan goride. sudah dapat driver, tapi driver nya malah berputar arah tidak sesuai maps alamat saya. driver juga tidak dpt di hubungi, sudah setengah jam saya menunggu sambil memantau lewat maps tapi tetap saja driver tidak menuju alamt saya. al hasil driver tersebut tidak dtg. bahkan pesanan telah di batalkan. padahal sebelum nya saya sudah coba membatalkan pesanan tetapi tidak bisa, malah setelah menunggu sangat lama pesanan itu sudah di batalkan begitu saja. mengecewakan",1,2025-02-19 10:51:02,5.10.1
Anisya Zalianti,Apapun dan kemanapun pilihan tetep gojek karna harga gak terlalu mahal yang pasti pelayanan oke,5,2025-02-19 10:49:08,5.10.1
Yayan Suryana,Sangat membantu,5,2025-02-19 10:45:47,
Herdy Ansyah,"Alhamdulillah sejauh ini ga ada kendala,, lancar lancar aja",5,2025-02-19 10:36:54,5.8.1
Dewi Prasojo,Oke,5,2025-02-19 10:36:07,5.6.1
Chafia ULinnuha choda,Ok,5,2025-02-19 10:34:07,5.10.1
Basyir Jabar,Saya sudah sering menggunakan aplikasi dengan harga mungkin relatif cukup tinggi tentunya dengan kualitas yang sangat baik.,5,2025-02-19 10:31:54,5.10.1
Muhammad Fadly Firdaus,Terbantu jer,5,2025-02-19 10:23:44,5.9.1
Akmal Nufail Al Ghifary,lama nunggu driver nya,3,2025-02-19 10:23:12,5.10.1
Bawa Vixion,"App bego, kenapa sih gak boleh telp driver langsung. Bikin susah aja.",1,2025-02-19 10:09:49,
Rizky Bintang86,Aplikasi yg sangat membantu sekali,5,2025-02-19 10:08:39,5.10.1
rika,"Cari driver jarak Deket susah, Krn ke driver terimanya sedikit, potongannya gede ke driver..gojek jng menyusahkan driver dan juga usernya , sesuai kan tarif yg di terima ke driver.",1,2025-02-19 10:08:19,
Dapit Pangaribuan,Keren,5,2025-02-19 09:54:01,5.10.1
Shyra Desya Chanel,Cukup terbantu...cuman sayang kadang eror,5,2025-02-19 09:53:14,5.10.1
kelik suryono,Cepat tp mahal ongkosnya,5,2025-02-19 09:43:41,5.10.1
Nicholas Djatmiko,Saya pernah pakai aplikasi gojek ini kamu juga bisa download aplikasi gojek ini bisa di play store dan app store,5,2025-02-19 09:40:16,5.7.2
Andreas Naibaho,Sangat baik,5,2025-02-19 09:27:54,5.6.1
Wempi Setiodi,Sangat membantu,5,2025-02-19 09:25:05,5.10.1
Azka Rahman,asik,5,2025-02-19 09:21:19,5.10.1
MUHAMMAD ADHITYA NUGRAHA,bagus kurang diskon aja wkwk,5,2025-02-19 09:17:31,5.9.1
tri winarko,Pelayanannya sangat baik,5,2025-02-19 09:14:07,5.10.1
Nadia Basnah,Sejauh ini si gojek masih aman dan bagus banget,5,2025-02-19 09:00:11,5.10.1
Ivan Gg,Susah dapet driver,1,2025-02-19 08:35:41,5.7.2
denino caesar,setan bgt kepencet beli gabisa dibatalin,1,2025-02-19 08:24:25,5.8.1
Sumar Yanto,"Bintang 4 saja,krn ongkirnya masih mahal",4,2025-02-19 08:18:34,5.10.1
gems dicksyck,good,5,2025-02-19 08:13:25,5.10.1
Syarif Rachmadani,Sangat baik,5,2025-02-19 08:08:29,5.10.1
Absyi Alamsyah,Menarik,5,2025-02-19 08:05:49,
Sitasari Nurhayati,Okee,5,2025-02-19 07:59:14,5.10.1
Sabri Ataka,Bagus. SGT membantu,5,2025-02-19 07:53:01,5.10.1
SENJA BUNGA,kalau bisa ditambah lagi kelengkapan nya,5,2025-02-19 07:51:42,5.10.1
Imam Faizullah,Ga jelas. Makin hari makin mahal nih gojek. Udahlah harga makanan di naikin ini pas mau bayar malah suruh bayar biaya aplikasi. Mana ongkir mahal banget sampe 34k padahal makanan gue cuma 17k. Gak ngotak emang ya gojek trus ada pula lgi biaya lainnya. Pake mode express katanya lebih cepat. Lah ini sama aja lama. Gak jelas,1,2025-02-19 07:43:01,5.10.1
subur handoyo,Cepat,5,2025-02-19 07:41:04,5.10.1
serupa kita,"perusahaan yg hanya mementingkan keuntungan besar sendiri terlalu serakah tidak akan lama bertahan jelas pasti runtuh dan bangkrut,,driver dan pelanggan aset kalau sudah tidak di percaya apa bisa maju perusahaan??mereka order gofood bayar mahal ingin puas atas pelayanan dan kepercayaan bukan malah di buat kecewa karena bayar full mahal sampai di terima driver ongkos hanya 5000 dan saat order gabungan di terima driver hanya 2500,,siap siap bangkrut di tinggal pelanggan saja udah.",1,2025-02-19 07:28:23,
diny nurhayati,Bagus pelayanannya. Terbaik pokoknya,5,2025-02-19 07:20:42,5.8.1
Lukman Hakim,"Nama gonta ganti terus, tapi slot dan aceng masih aja berjalan, merugikan driver reguller...apus program tolol seperti itu, lepas semua orderan, tidak ada blok² seperti ini",1,2025-02-19 07:20:26,5.10.1
Nur Holis,Amanah dan terpercaya plus terjamin,5,2025-02-19 07:17:05,5.10.1
kentang goreng kecap,Mantap,5,2025-02-19 07:01:03,5.10.1
Paid ABC,Sistem login sampah,2,2025-02-19 06:50:15,5.7.2
Qiwi Abdul hakim,Cepat jemputnya nyaman mengemudinya,5,2025-02-19 06:41:09,
John Arief,OKEHHH,5,2025-02-19 06:31:14,5.11.1
Azahra Siti ariyanti,Bagus dan enak makanan,5,2025-02-19 06:27:43,
Dini Anjani,Hai min . Saya mau komplen kenapa yaa sekarang gojek tuh susah bgt dpet drivernyaa ? Ga kayak dulu langsung cepet dpet . Sekarang bahkan sampe 30 menitan dpet drivernyaa . Mohon diperbaiki untuk kendala ini . Terimakasih,3,2025-02-19 06:27:16,5.10.1
murtopo anna,oke,5,2025-02-19 06:26:04,5.10.1
Desiarianti Desi,Sangat puas,5,2025-02-19 06:08:30,
Zulkarnain Doank,"Ga bisa nambah lokasi favorit, ga bisa nambah dan edit pesan cepat. Perasaan dulu bisa dah.",1,2025-02-19 06:06:16,5.10.1
Muhammad Roziqin,On time,5,2025-02-19 06:00:28,5.9.1
Andra Dvodca,Okelah,5,2025-02-19 05:58:09,5.6.1
TUTORIAL WELCOME,Ok jos,5,2025-02-19 05:54:01,5.10.1
Putu arya,membantu,5,2025-02-19 05:51:00,5.10.1
ristianisa hasana,"Kenapa setiap saya pesan gosend, fitur chatnya menghilang? Saya jd tidak bisa berkomunikasi dengan driver 🤷🏻‍♀️",4,2025-02-19 05:32:41,5.10.1
Revi Bennington,mesen makanan awalnya ada diskon pas ngisi saldo diskonnya ilang semua dan alhasil harus bayar mahal hadeh apk sebelah aja ga gini,1,2025-02-19 05:26:35,4.19.3
Nurul Qomaroeni,Oke,5,2025-02-19 05:10:07,5.10.1
Farel Novarel,Siiippp,5,2025-02-19 05:09:44,5.6.1
Agus Yulis,Aplikasi yang sangat membantu dan di butuhkan semua orang,5,2025-02-19 05:03:28,5.10.1
Rendra Pranica,Good,5,2025-02-19 05:01:34,5.6.1
pules berkah,Tarif murah joss,5,2025-02-19 05:01:07,5.8.1
What Timan,Aku suka,5,2025-02-19 05:00:50,5.10.1
Nurul Majid,Kembalikan fitur double promo dan voucher di gofood,5,2025-02-19 04:46:38,5.10.1
Ahay FeLM,top,5,2025-02-19 04:39:39,4.72.1
oke sam79,Ok,5,2025-02-19 04:37:29,5.10.1
Seno Budiharjo,Mantab .,5,2025-02-19 04:35:58,5.10.1
Sisma Rahmat Refliansyah,Sangat membantu,5,2025-02-19 04:35:04,
SNSD BP,"Mengapa sangat susah sekali menghubungi driver padahal, ini fitur penting untuk mengetahui posisi pengantaran. Dan hari ini pesanan saya BELUM SAMPAI alias tidak diantar.",1,2025-02-19 04:34:09,5.4.1
Winda Tresiana,Keren gojek,5,2025-02-19 04:33:44,5.10.1
Wayan Purna,Maantp ....,5,2025-02-19 04:32:34,5.10.1
Zahra Mahendra Umar,"SANGAT TIDAK REKOMEN. Pesen gofood nunggu 2 jam lebih ndak bisa di cancle sama sekali, padahal sudh beberapa kali driver bilang kalau resto ndak ada. Fiturenya malah mempersulit konsumen dan driver",1,2025-02-19 04:30:39,5.10.1
dhini 8285,Kurang canggih masa harus pake KTP asli kalo mau upgrade ke go plus padahal sekarang sudah ada KTP digital,2,2025-02-19 04:23:05,5.10.1
Iqbal Muhammad Noor,TOP Banget,5,2025-02-19 04:16:20,5.10.1
Syandi Setiawan,"Apaan dah aktivitas gak normal, aku malu gagal bayar mulu sampe 3 kali",1,2025-02-19 04:05:53,5.10.1
ratna indriani puspitaningtyas,"mantap ,pengiriman cepat",5,2025-02-19 03:59:54,
CariCuan Cayank,mantaaap,5,2025-02-19 03:48:37,
Son Goku,Excellent,5,2025-02-19 03:48:22,
Sri Handayani,Sangat membantu,5,2025-02-19 03:46:15,
Anggara Bynar Frendy,No recommend,1,2025-02-19 03:38:41,5.10.1
kinara meylana,enak nya tu selalu dapet diskon aku beli Boba dua plus toping aslinya total nya 42k jadi 17k trus Dateng nya lumayan cepet sih menurut aku,5,2025-02-19 03:33:05,5.10.1
Berkat Zendrato,Baru pakai ngirim barang tapi sudah 2 hari barangnya ngk sampai sampai,1,2025-02-19 03:29:47,
Imam Wahyudi,Bagus,5,2025-02-19 03:29:05,5.10.1
Aldiantara Pangestu,Memuaskan,5,2025-02-19 03:03:38,5.10.1
Elissa Wahyu Pratiwi (Lisa),"seharusnya gojek driver dapat upah yang sesuai dan sama rata, tanpa perlu ada slot! karena upah nya sangat mencekik dan sulit dapat orderan untuk pemain reguler! Promo banyak tapi yang dikorbankan paling banyak drivernya",1,2025-02-19 03:02:39,
Adi Juanda,bagus,5,2025-02-19 03:00:47,5.6.1
Arif Rahmat Hidayat,bagus tepat cepat selamat ke 7 an,5,2025-02-19 02:27:57,5.4.1
widyawati hariyono,Okeee Bangwtttt,5,2025-02-19 02:27:37,
Herfan Juniwan,Belum ada panggilan untuk jadi mitra,4,2025-02-19 02:21:13,5.10.1
A. Cholil Suryamadhan Bahy,Mantap,5,2025-02-19 02:12:01,
Bahar Erna,Alhamdulillah sampai selamat,3,2025-02-19 02:00:54,5.9.1
Ferry,Aman. Nyaman Selalu happy dengan service gojek,5,2025-02-19 01:49:56,5.7.2
Toni,Cintailah Produk-produk Anak Bangsa Indonesia.,5,2025-02-19 01:46:19,
Modeezil Mode,Ga gabisa login yatimmnnmn,1,2025-02-19 01:29:46,5.11.1
Johan Hapsoro,Mantap,5,2025-02-19 01:18:57,5.10.1
mulia lelaona,"Bapa driver nya ramah sopan,nyaman slama dlm perjalanan😍😍",5,2025-02-19 01:03:41,
Agus Graba275,Bagus,5,2025-02-19 00:49:18,5.10.1
Felryanda Saragih Sumbayak,Recommend,5,2025-02-19 00:35:09,5.10.1
dadan supriadi,tolong di perbaiki systymnya sangat merugikan mitra driver dengan map yang suka salah dan penghitungan argo sangat murah sekali.,1,2025-02-19 00:04:16,
Muhammad Aditya firdaus,Sangat membantu,5,2025-02-18 23:58:17,
avlita,membantu banget,5,2025-02-18 23:53:44,5.10.1
Jody Hawari,"Akun sudah tidak aktif 3 tahun lalu,tidak dibekukan Padahal nomor sudah hilang ditelan bumi Jadi gopay ni sama kek maling,tf ke orang yang sama aja hangus,gimana kalau tf ke orang yg salah? Hati2",1,2025-02-18 23:52:43,
Slamet Riyadi,👍👍👍,5,2025-02-18 23:51:31,5.10.1
inay achmad,"Bagi pengguna aplikasi ini hanya mengingatkan kalau sekarang gojek itu memprioritaskan agar driver mendapatkan ongkos ter-rendah/batas bawah (termasuk mencurangi jarak antar), termasuk juga ketika customer dapat driver yang sangat jauh (ex: kondisi cuaca hujan).",1,2025-02-18 23:35:36,5.10.1
Adr Siro,Sering pakai gojek malah makin MAHAL GMN SIH INI? PAKAI DISKON BUKAN NYA MURAH MALAH NAIK HARGA HADEH,1,2025-02-18 23:28:29,5.10.1
bumblee bee,keren,5,2025-02-18 23:26:54,5.10.1
Mauren Mauren,Mudah dan praktis jos pokoknya,5,2025-02-18 23:14:33,5.9.1
liming hoh rks,manta gojeg,5,2025-02-18 21:41:21,5.10.1
Dhodho Ragil,Bagus,4,2025-02-18 21:20:41,5.10.1
Randy y w Harum,Oke,5,2025-02-18 21:11:54,5.10.1
Bang Pesek,"elapk tolol ,mau recovery akun selalu dapat keterangan ga jelas ,padahal sudah ngirim sesuai permintaan",1,2025-02-18 20:34:29,5.10.1
Rahmadi Rizki,Oke sip,5,2025-02-18 20:32:02,5.10.1
Arifineables88,Mantul,5,2025-02-18 19:53:06,
Sukma N,"ini buat pengalaman aku . sekarang banyak orang ngaku2 gojek padahal cuma mau minta duit , emang sekarang banyak yang mengaku gojek padahal mafia ,tolong pihak gojek Jangan jual belikan jaket apa hlem gojek sembarang kasian masarakat yang jadi imbasnya",3,2025-02-18 18:42:29,
Surya Wijaya1505,T . Q gan,5,2025-02-18 18:35:13,5.10.1
PANJI BAYU SETIAWAN,Good,5,2025-02-18 17:44:22,5.10.1
Aljabir Salman Abdul Aziz,"Aplikasi mantab, iklan di game bikin log out game dan maksa, jadi ganggu",1,2025-02-18 17:30:14,5.10.1
Stevanus Aldiano,mantap,5,2025-02-18 17:14:25,5.10.1
Lukman ari Sasmita,Pelayanan ny 👍 Mantap,5,2025-02-18 16:34:02,4.88.1
Ranger Merah,Bagus aplikasinya driver GO-RIDE selalu bagus pelayanannya cuma minus driver mobilnya aja kebanyakan kayak minus attitude😁,5,2025-02-18 16:16:45,
Sugito Ibrahim,Kasian bgt upah driver nya cuman di bayar goceng alias 5rb . padahal sya bayar 22 rb ongkir Kapitalisme bgt aplikasinya ga manusia wi . Potong an ke drivernya hampir 75% bukan 20% . Pa Sehancur ini kah,1,2025-02-18 16:12:28,
Mulynto Yanto,Suka,5,2025-02-18 16:01:47,
Erwin Lim,ok lah,5,2025-02-18 15:50:01,5.10.1
Ismiatun Assalamah,Mantaapp gofood,5,2025-02-18 15:30:38,5.10.1
Nirma Agustin,Keren banget gojek,5,2025-02-18 15:28:50,
Kristina Innakii,sukses selalu,5,2025-02-18 14:16:25,5.10.1
andrie sofyan,Ok,5,2025-02-18 14:12:26,5.10.1
Hakari Hanazono,Loginnya ribet,1,2025-02-18 14:05:32,5.10.1
teawevery 13,"Gojek.. Skg mantau go food kok ga bisa keliatan ya drivernya sampai mana, biasanya kita bisa memantau loh.. Please di perbaiki lagi perfomanya",3,2025-02-18 13:35:57,5.10.1
Kojin Muhamad,"Sangat membantu.cepat penanganannya dan perbaikan saat ada ulasan jelek,draiver ramah² dan baik meskipun agak lama mencari driver,jarang ada promo untuk goride tapi tetap gojek pilihanku sukses trus untuk gojek.",4,2025-02-18 13:10:27,
gusti m. irwansyah,Mantap,5,2025-02-18 13:09:47,5.10.1
Ramot Romulus,Cakepppppp,5,2025-02-18 13:02:06,4.87.3
Nur Chofifah,Keren ah,5,2025-02-18 13:01:43,5.10.1
Kandar Kandar,Sangat bagus sekali,5,2025-02-18 13:00:44,
ANGGA Romadhoni,Saya pelanggan lama fdan saya selalu puas akan pelayanan dan aplikasi nya,5,2025-02-18 12:39:08,5.10.1
Riza Putri,"Tolong untuk driver GoCar nya di teliti lagi, sebab ntah knpa sya susah bngt mendptkan driver. Ada yg menerima orderan masuk tapi tdk bergrak dari titik nya, di chat gak di bls. Ada yg menerima setelah itu orderan sya di batalkan lagi,rata² yg spt itu usianya masih terbilang muda ya. Nth mrka lihat tarif yg trkdng murah, / lihat rute yg diluar target mrka. Prinsipnya gimna sih ya? Nyari driver aja 1 jam bhkn lebih.stdknya klo gk mau ngntr orderan jngn diterima, biar kami gk buang² waktu.",2,2025-02-18 12:36:39,
Herry 82 (Beron),Mempermudah perjalanan,5,2025-02-18 12:31:33,
Arta yana,Sampai saat ini puas dgn jasa layanannya,5,2025-02-18 12:31:04,5.10.1
Turahan Ludiro Santoso C,Saya siap kerja bersama GO-JEK.. Tinggal menunggu On aplikasinya.,5,2025-02-18 12:25:11,5.10.1
Taufik Rahman,Ok,5,2025-02-18 12:21:23,5.8.1
Hariyono Hypa,Ongkirnya terlalu mahal,2,2025-02-18 12:21:15,5.9.1
Novi dwiana,Makin kesini gofood ongkirnya ngga masuk akal lebih mahal daripada harga makanannya,1,2025-02-18 12:18:34,5.9.1
Pramuka,yg cash jarang diskon,4,2025-02-18 12:16:42,
Rifki Pojur,Sangat membantu,5,2025-02-18 12:15:35,
Stefanus Dwi ari,Gojek tambah gak jelas. Potongan besar.,1,2025-02-18 12:00:57,
Auliaa fitriana,"Parah bangett, TEMPAT LOKASI JEMPUT NYA JAUH, JADI AKU NUNGGU LAMAA!, malah di cansel dadakan!! Di ganti mobil yang lain yg plat beda aku yg baru pesen gak tau apa apa!! Tiba2 ganti mobil ajh, ya aku bingung dong!! Mana muter muter lagi,",1,2025-02-18 11:48:01,
Lutfi Fauzi,Bagus banget cepat,5,2025-02-18 11:29:15,5.10.1
free fire gaming,"Overall semuanya bagus, cuma kekurangan nya pas pesan gofood, abis mesan kalo menu nya gak ada kita gak bisa cancel sendiri dan malah harga nya beda terkadang yang ngebuat harus bayar lagi beberapa ribu",1,2025-02-18 11:13:49,
jurie haw,Hapuskan slot goceng sangat memeras kami driver🙌,2,2025-02-18 11:13:24,5.7.2
Nerdy af,"ngirim laporan ga diterima, padahal ga bisa transfer butuh cepat.",1,2025-02-18 11:11:44,5.10.1
